loan_id,app_id,user_id,disburse_dt,principal,term_days,apr,first_due_dt
2661,6318,3800,2024-12-22 02:46:31,3554,180,0.221,2025-02-12 02:46:31
2662,6319,2170,2024-09-19 21:59:29,2546,30,0.226,2024-10-03 21:59:29
2663,6323,4616,2024-01-26 09:44:03,1738,30,0.242,2024-02-09 09:44:03
2664,6326,741,2024-07-20 14:40:24,4323,60,0.191,2024-08-11 14:40:24
2665,6333,4418,2025-10-04 17:18:59,1445,180,0.226,2025-11-25 17:18:59
2666,6335,1899,2025-05-28 22:56:35,888,21,0.206,2025-06-09 22:56:35
2667,6337,4332,2025-03-30 16:15:58,1844,120,0.256,2025-05-06 16:15:58
2668,6338,3405,2024-05-29 06:19:50,601,21,0.204,2024-06-10 06:19:50
2669,6342,4438,2025-04-01 23:31:25,3630,120,0.234,2025-05-08 23:31:25
2670,6343,4806,2024-05-12 15:31:36,3823,21,0.252,2024-05-24 15:31:36
2671,6345,2845,2025-05-29 18:33:38,896,120,0.268,2025-07-05 18:33:38
2672,6347,3843,2024-03-05 00:50:35,2984,90,0.251,2024-04-03 00:50:35
2673,6351,712,2025-07-19 15:40:42,4198,90,0.267,2025-08-17 15:40:42
2674,6353,4735,2024-05-30 16:12:57,1992,60,0.187,2024-06-21 16:12:57
2675,6354,1069,2025-05-06 18:07:19,3185,14,0.214,2025-05-16 18:07:19
2676,6355,1529,2024-11-08 21:09:12,963,21,0.252,2024-11-20 21:09:12
2677,6356,926,2025-05-07 01:44:18,1316,180,0.229,2025-06-28 01:44:18
2678,6357,860,2025-07-13 05:06:24,3605,30,0.204,2025-07-27 05:06:24
2679,6360,1321,2025-12-02 11:59:32,3618,60,0.36,2025-12-24 11:59:32
2680,6363,2299,2025-03-06 10:03:46,1867,14,0.288,2025-03-16 10:03:46
2681,6365,765,2024-07-16 22:24:38,814,30,0.244,2024-07-30 22:24:38
2682,6367,1062,2024-12-23 22:19:52,986,7,0.286,2024-12-31 22:19:52
2683,6368,2220,2024-05-21 08:12:01,4254,180,0.211,2024-07-12 08:12:01
2684,6371,4354,2024-11-19 14:33:15,867,7,0.278,2024-11-27 14:33:15
2685,6372,3953,2024-12-07 04:59:23,3838,180,0.203,2025-01-28 04:59:23
2686,6374,1888,2025-05-19 05:39:02,4977,30,0.246,2025-06-02 05:39:02
2687,6377,2913,2025-07-26 21:52:44,4101,14,0.19,2025-08-05 21:52:44
2688,6378,3763,2025-12-03 11:04:01,4521,120,0.317,2026-01-09 11:04:01
2689,6380,4705,2025-06-14 06:00:04,2241,120,0.258,2025-07-21 06:00:04
2690,6382,2244,2024-09-13 23:53:47,3472,7,0.238,2024-09-21 23:53:47
2691,6383,3541,2025-07-14 23:49:02,2640,7,0.227,2025-07-22 23:49:02
2692,6385,2252,2024-07-28 06:51:06,2549,21,0.303,2024-08-09 06:51:06
2693,6388,903,2025-01-24 05:48:29,3496,14,0.238,2025-02-03 05:48:29
2694,6389,3740,2025-05-01 03:59:34,961,60,0.213,2025-05-23 03:59:34
2695,6392,3821,2025-12-14 20:01:13,2145,120,0.283,2026-01-20 20:01:13
2696,6394,4223,2024-09-05 00:13:23,1563,120,0.323,2024-10-12 00:13:23
2697,6397,360,2024-04-07 08:26:24,2535,7,0.227,2024-04-15 08:26:24
2698,6399,4557,2025-01-27 07:43:13,2505,7,0.221,2025-02-04 07:43:13
2699,6400,1452,2024-06-12 06:59:08,2654,7,0.188,2024-06-20 06:59:08
2700,6405,4189,2025-01-06 02:32:14,1617,14,0.321,2025-01-16 02:32:14
2701,6406,3196,2024-03-22 07:42:18,1367,90,0.215,2024-04-20 07:42:18
2702,6410,157,2025-03-27 10:18:46,3449,90,0.185,2025-04-25 10:18:46
2703,6411,141,2025-03-31 05:12:32,4483,180,0.222,2025-05-22 05:12:32
2704,6412,1328,2025-03-10 20:47:42,4591,180,0.201,2025-05-01 20:47:42
2705,6414,1346,2025-10-21 05:51:28,815,30,0.2,2025-11-04 05:51:28
2706,6415,1289,2025-07-25 14:20:13,1119,21,0.283,2025-08-06 14:20:13
2707,6418,2878,2025-12-07 08:34:18,1199,60,0.305,2025-12-29 08:34:18
2708,6419,3390,2025-02-10 16:29:39,2459,7,0.201,2025-02-18 16:29:39
2709,6423,3543,2025-01-22 02:24:19,2187,120,0.255,2025-02-28 02:24:19
2710,6426,24,2025-07-04 19:36:19,4671,60,0.3,2025-07-26 19:36:19
2711,6427,3996,2025-10-28 02:41:51,3082,180,0.215,2025-12-19 02:41:51
2712,6429,3374,2024-08-25 22:12:27,4620,60,0.207,2024-09-16 22:12:27
2713,6430,468,2024-01-26 03:03:07,2002,21,0.221,2024-02-07 03:03:07
2714,6431,3092,2025-04-15 05:19:01,2629,120,0.234,2025-05-22 05:19:01
2715,6434,739,2025-03-21 14:50:10,2739,90,0.189,2025-04-19 14:50:10
2716,6438,4261,2025-05-28 13:26:36,3196,14,0.143,2025-06-07 13:26:36
2717,6440,391,2024-08-01 11:05:13,811,180,0.286,2024-09-22 11:05:13
2718,6442,4561,2025-04-28 18:38:40,3743,180,0.175,2025-06-19 18:38:40
2719,6444,4203,2024-03-24 05:47:29,4972,30,0.221,2024-04-07 05:47:29
2720,6449,3101,2025-07-02 23:58:26,3848,14,0.251,2025-07-12 23:58:26
2721,6450,2472,2025-02-13 07:55:33,964,7,0.247,2025-02-21 07:55:33
2722,6451,519,2025-08-01 11:20:18,1059,90,0.258,2025-08-30 11:20:18
2723,6452,561,2025-02-08 16:47:43,766,90,0.288,2025-03-09 16:47:43
2724,6457,305,2025-01-24 06:47:32,2264,21,0.36,2025-02-05 06:47:32
2725,6461,477,2025-04-07 00:47:38,4540,14,0.169,2025-04-17 00:47:38
2726,6462,1589,2025-12-11 05:37:39,4560,21,0.319,2025-12-23 05:37:39
2727,6466,1060,2024-07-28 22:58:19,1270,60,0.225,2024-08-19 22:58:19
2728,6467,2969,2024-05-07 22:18:27,3897,90,0.31,2024-06-05 22:18:27
2729,6468,3621,2024-08-30 02:22:14,1204,60,0.257,2024-09-21 02:22:14
2730,6473,717,2024-11-29 08:00:56,4893,7,0.218,2024-12-07 08:00:56
2731,6474,2419,2024-11-27 19:49:36,1679,21,0.25,2024-12-09 19:49:36
2732,6478,3092,2025-02-21 19:46:09,1508,30,0.314,2025-03-07 19:46:09
2733,6480,1377,2025-09-23 11:25:46,2936,21,0.28,2025-10-05 11:25:46
2734,6481,2369,2025-05-26 12:01:02,3844,120,0.307,2025-07-02 12:01:02
2735,6482,3731,2024-09-18 19:30:00,2745,60,0.174,2024-10-10 19:30:00
2736,6485,2405,2025-06-16 09:13:24,3068,21,0.227,2025-06-28 09:13:24
2737,6488,4126,2025-02-24 13:52:37,3977,60,0.28,2025-03-18 13:52:37
2738,6489,3730,2024-06-17 23:10:17,3699,7,0.25,2024-06-25 23:10:17
2739,6490,125,2024-05-24 23:21:42,3139,90,0.253,2024-06-22 23:21:42
2740,6494,576,2024-05-30 09:50:44,2294,90,0.255,2024-06-28 09:50:44
2741,6497,1398,2024-11-23 09:47:10,2578,30,0.238,2024-12-07 09:47:10
2742,6498,2529,2025-04-27 10:37:18,1422,14,0.254,2025-05-07 10:37:18
2743,6499,2410,2025-12-09 20:05:26,2191,120,0.132,2026-01-15 20:05:26
2744,6504,4484,2025-07-02 14:08:24,3177,120,0.274,2025-08-08 14:08:24
2745,6508,585,2024-12-28 06:45:43,2013,14,0.312,2025-01-07 06:45:43
2746,6514,3641,2025-10-06 03:51:24,3873,90,0.264,2025-11-04 03:51:24
2747,6516,2289,2024-04-09 11:16:15,3596,30,0.262,2024-04-23 11:16:15
2748,6519,621,2025-07-08 01:48:03,3398,180,0.177,2025-08-29 01:48:03
2749,6520,2961,2025-04-15 03:12:16,748,30,0.221,2025-04-29 03:12:16
2750,6526,1394,2025-07-18 07:11:23,1360,7,0.168,2025-07-26 07:11:23
2751,6527,4561,2025-12-21 20:59:35,1836,21,0.259,2026-01-02 20:59:35
2752,6531,1064,2024-11-03 15:20:12,3820,120,0.313,2024-12-10 15:20:12
2753,6532,2806,2024-03-20 06:49:00,3299,180,0.321,2024-05-11 06:49:00
2754,6535,4216,2024-08-23 17:17:42,3643,30,0.271,2024-09-06 17:17:42
2755,6539,501,2025-03-31 10:16:53,2250,180,0.179,2025-05-22 10:16:53
2756,6546,690,2025-08-19 00:29:55,4417,14,0.153,2025-08-29 00:29:55
2757,6552,2636,2025-07-08 23:59:27,4231,90,0.296,2025-08-06 23:59:27
2758,6553,4183,2024-07-22 20:45:59,759,14,0.257,2024-08-01 20:45:59
2759,6555,3559,2024-04-20 02:00:30,1280,30,0.227,2024-05-04 02:00:30
2760,6559,4409,2024-04-28 11:52:38,4241,60,0.251,2024-05-20 11:52:38
2761,6560,3359,2025-11-14 03:53:50,1564,60,0.296,2025-12-06 03:53:50
2762,6563,4860,2025-11-17 09:00:01,4759,30,0.306,2025-12-01 09:00:01
2763,6564,1967,2025-09-24 06:47:26,4725,60,0.275,2025-10-16 06:47:26
2764,6565,432,2024-09-12 22:48:56,942,60,0.283,2024-10-04 22:48:56
2765,6566,664,2024-02-06 08:20:29,4571,30,0.343,2024-02-20 08:20:29
2766,6568,744,2024-09-11 05:08:13,2210,21,0.233,2024-09-23 05:08:13
2767,6569,4764,2024-03-17 13:01:00,2124,14,0.162,2024-03-27 13:01:00
2768,6574,3592,2024-07-17 15:38:04,2584,7,0.201,2024-07-25 15:38:04
2769,6575,3832,2024-06-14 22:43:55,3181,7,0.329,2024-06-22 22:43:55
2770,6576,1504,2025-03-06 05:56:16,1856,60,0.137,2025-03-28 05:56:16
2771,6578,4577,2025-12-06 19:30:12,4182,14,0.271,2025-12-16 19:30:12
2772,6579,1957,2025-08-26 16:18:41,4466,60,0.123,2025-09-17 16:18:41
2773,6583,1479,2024-04-10 04:04:48,1110,14,0.197,2024-04-20 04:04:48
2774,6584,4268,2025-09-28 15:27:31,2254,30,0.199,2025-10-12 15:27:31
2775,6585,4616,2025-12-08 14:09:26,3801,7,0.199,2025-12-16 14:09:26
2776,6588,4591,2025-06-20 23:16:31,2402,14,0.184,2025-06-30 23:16:31
2777,6589,1567,2025-05-28 07:18:15,2684,21,0.256,2025-06-09 07:18:15
2778,6591,3332,2024-11-27 17:05:48,1669,120,0.277,2025-01-03 17:05:48
2779,6592,2932,2025-06-26 15:20:25,3511,30,0.193,2025-07-10 15:20:25
2780,6593,4035,2024-05-31 02:08:53,2311,90,0.241,2024-06-29 02:08:53
2781,6602,1231,2025-08-30 10:27:54,4978,90,0.257,2025-09-28 10:27:54
2782,6603,3036,2025-12-06 23:51:59,2755,7,0.189,2025-12-14 23:51:59
2783,6604,258,2024-04-17 16:05:39,3323,120,0.329,2024-05-24 16:05:39
2784,6605,4007,2024-06-12 12:19:11,1150,30,0.237,2024-06-26 12:19:11
2785,6607,476,2024-10-09 21:37:46,1582,180,0.259,2024-11-30 21:37:46
2786,6609,3711,2025-11-18 17:57:00,3463,180,0.166,2026-01-09 17:57:00
2787,6610,1621,2024-04-09 05:23:15,3520,30,0.213,2024-04-23 05:23:15
2788,6612,3865,2025-06-09 06:28:23,4539,180,0.241,2025-07-31 06:28:23
2789,6613,2270,2025-02-12 21:29:46,4786,21,0.214,2025-02-24 21:29:46
2790,6615,3160,2024-08-15 02:11:34,4328,7,0.351,2024-08-23 02:11:34
2791,6617,4566,2024-12-25 02:58:47,2668,7,0.216,2025-01-02 02:58:47
2792,6622,3716,2025-06-21 18:52:27,3804,90,0.309,2025-07-20 18:52:27
2793,6624,3368,2025-04-26 14:23:04,731,180,0.122,2025-06-17 14:23:04
2794,6630,2449,2025-04-18 09:56:02,1021,30,0.197,2025-05-02 09:56:02
2795,6632,3773,2025-03-21 11:37:41,1105,90,0.24,2025-04-19 11:37:41
2796,6633,1470,2025-06-16 07:04:54,3756,90,0.196,2025-07-15 07:04:54
2797,6635,766,2024-06-16 03:25:19,3199,14,0.192,2024-06-26 03:25:19
2798,6638,3285,2024-12-02 21:11:06,1353,30,0.232,2024-12-16 21:11:06
2799,6639,1072,2025-12-22 18:09:55,2758,30,0.219,2026-01-05 18:09:55
2800,6640,2232,2024-07-01 02:16:26,4354,90,0.236,2024-07-30 02:16:26
2801,6644,3473,2025-11-24 11:39:53,3181,30,0.328,2025-12-08 11:39:53
2802,6645,1572,2025-12-07 01:53:21,1345,21,0.237,2025-12-19 01:53:21
2803,6646,553,2025-11-16 08:36:26,545,7,0.191,2025-11-24 08:36:26
2804,6647,4785,2024-09-11 12:44:38,738,7,0.201,2024-09-19 12:44:38
2805,6648,790,2025-07-11 19:22:53,4926,21,0.151,2025-07-23 19:22:53
2806,6650,4246,2024-04-28 22:01:41,2821,21,0.305,2024-05-10 22:01:41
2807,6652,4122,2024-12-07 16:34:28,3485,21,0.259,2024-12-19 16:34:28
2808,6656,4143,2024-04-21 20:51:38,4149,30,0.211,2024-05-05 20:51:38
2809,6657,1584,2025-03-27 23:31:23,1984,180,0.243,2025-05-18 23:31:23
2810,6663,1099,2024-10-23 19:57:20,502,60,0.206,2024-11-14 19:57:20
2811,6666,2380,2025-05-29 02:36:43,2740,7,0.256,2025-06-06 02:36:43
2812,6671,3183,2024-06-18 15:17:45,2985,180,0.202,2024-08-09 15:17:45
2813,6672,44,2025-09-16 09:59:40,4100,21,0.246,2025-09-28 09:59:40
2814,6677,1044,2024-08-02 14:49:23,3315,30,0.277,2024-08-16 14:49:23
2815,6682,2436,2024-06-05 03:50:30,1354,7,0.262,2024-06-13 03:50:30
2816,6684,1695,2024-10-28 15:33:10,2917,90,0.245,2024-11-26 15:33:10
2817,6686,4947,2025-05-17 17:09:40,4012,7,0.271,2025-05-25 17:09:40
2818,6687,1957,2024-06-03 00:53:47,1902,60,0.207,2024-06-25 00:53:47
2819,6688,3150,2025-09-20 15:21:51,554,120,0.214,2025-10-27 15:21:51
2820,6693,394,2025-04-22 09:47:28,2266,180,0.199,2025-06-13 09:47:28
2821,6694,2725,2024-09-29 23:56:54,4124,60,0.214,2024-10-21 23:56:54
2822,6699,693,2025-08-28 15:42:34,3346,180,0.196,2025-10-19 15:42:34
2823,6702,4293,2025-03-17 07:55:38,2091,90,0.273,2025-04-15 07:55:38
2824,6707,900,2024-03-01 07:30:11,4104,90,0.26,2024-03-30 07:30:11
2825,6708,4036,2025-07-29 08:59:41,3942,21,0.136,2025-08-10 08:59:41
2826,6711,2987,2025-09-05 17:30:07,4625,14,0.278,2025-09-15 17:30:07
2827,6712,537,2024-08-30 18:06:57,993,120,0.259,2024-10-06 18:06:57
2828,6713,3936,2024-07-08 12:57:19,1669,7,0.256,2024-07-16 12:57:19
2829,6714,724,2025-10-27 05:50:48,4662,7,0.172,2025-11-04 05:50:48
2830,6715,1718,2024-12-31 05:42:37,2033,7,0.259,2025-01-08 05:42:37
2831,6725,1000,2024-02-14 09:38:54,4616,60,0.266,2024-03-07 09:38:54
2832,6727,4237,2025-06-07 01:19:26,4696,14,0.236,2025-06-17 01:19:26
2833,6728,4472,2025-11-05 11:00:51,1883,90,0.311,2025-12-04 11:00:51
2834,6730,685,2025-04-01 21:56:28,2330,14,0.285,2025-04-11 21:56:28
2835,6732,3146,2025-02-03 12:37:52,3138,30,0.249,2025-02-17 12:37:52
2836,6735,2795,2025-08-04 15:56:41,4716,180,0.215,2025-09-25 15:56:41
2837,6737,3044,2025-05-14 12:11:36,1989,21,0.213,2025-05-26 12:11:36
2838,6739,3376,2025-10-24 09:43:41,705,21,0.17,2025-11-05 09:43:41
2839,6741,4573,2024-02-01 22:28:20,4875,120,0.222,2024-03-09 22:28:20
2840,6743,3035,2024-10-20 22:08:22,3260,60,0.316,2024-11-11 22:08:22
2841,6744,2407,2025-06-15 10:36:13,3691,120,0.228,2025-07-22 10:36:13
2842,6747,1716,2024-04-03 19:14:31,3179,21,0.301,2024-04-15 19:14:31
2843,6751,4888,2024-02-20 19:49:05,2159,7,0.217,2024-02-28 19:49:05
2844,6752,4717,2025-04-06 23:58:10,679,90,0.318,2025-05-05 23:58:10
2845,6754,61,2025-08-06 19:09:34,3863,7,0.252,2025-08-14 19:09:34
2846,6759,3116,2025-12-11 13:05:11,2976,120,0.237,2026-01-17 13:05:11
2847,6761,4810,2024-05-08 18:22:05,1347,7,0.27,2024-05-16 18:22:05
2848,6764,3146,2025-09-30 03:10:25,4246,30,0.296,2025-10-14 03:10:25
2849,6766,2188,2025-02-16 07:51:26,4641,21,0.26,2025-02-28 07:51:26
2850,6768,3346,2025-12-20 23:39:28,2838,21,0.226,2026-01-01 23:39:28
2851,6769,6,2025-02-23 06:04:37,1466,7,0.103,2025-03-03 06:04:37
2852,6771,3254,2024-07-05 17:26:46,816,7,0.189,2024-07-13 17:26:46
2853,6773,4032,2025-11-13 11:06:03,2643,7,0.229,2025-11-21 11:06:03
2854,6774,3774,2025-01-27 00:58:49,2093,60,0.27,2025-02-18 00:58:49
2855,6775,4087,2025-09-24 01:45:41,2434,120,0.198,2025-10-31 01:45:41
2856,6776,215,2025-02-20 07:05:33,1797,7,0.292,2025-02-28 07:05:33
2857,6777,113,2025-08-22 15:49:23,1729,180,0.206,2025-10-13 15:49:23
2858,6780,1380,2025-09-27 10:20:12,3731,60,0.197,2025-10-19 10:20:12
2859,6783,3923,2024-10-14 18:01:22,3033,120,0.242,2024-11-20 18:01:22
2860,6787,4210,2024-06-19 13:01:14,863,90,0.224,2024-07-18 13:01:14
2861,6789,3924,2024-05-22 20:46:57,633,30,0.281,2024-06-05 20:46:57
2862,6790,2154,2024-05-22 19:05:24,630,60,0.218,2024-06-13 19:05:24
2863,6793,667,2024-12-05 17:00:04,1676,30,0.318,2024-12-19 17:00:04
2864,6799,4877,2024-03-05 19:30:58,4323,7,0.241,2024-03-13 19:30:58
2865,6804,2226,2024-02-26 15:06:03,727,120,0.212,2024-04-03 15:06:03
2866,6806,1745,2025-07-14 09:59:32,3777,30,0.179,2025-07-28 09:59:32
2867,6807,2536,2025-08-08 06:11:18,3927,180,0.188,2025-09-29 06:11:18
2868,6811,334,2025-01-15 12:11:05,4789,7,0.22,2025-01-23 12:11:05
2869,6814,286,2025-05-23 00:55:32,3619,21,0.221,2025-06-04 00:55:32
2870,6815,2551,2025-09-12 04:07:00,1789,14,0.135,2025-09-22 04:07:00
2871,6826,1773,2024-02-29 05:40:20,3637,120,0.169,2024-04-06 05:40:20
2872,6827,2099,2025-01-18 23:31:56,3566,7,0.192,2025-01-26 23:31:56
2873,6828,4867,2025-06-24 17:15:43,4369,7,0.349,2025-07-02 17:15:43
2874,6829,4006,2025-10-11 16:46:35,4599,90,0.112,2025-11-09 16:46:35
2875,6830,2507,2024-02-13 23:28:56,1398,14,0.207,2024-02-23 23:28:56
2876,6831,2971,2024-06-10 10:29:29,567,7,0.249,2024-06-18 10:29:29
2877,6834,1195,2024-04-25 21:05:09,2147,21,0.251,2024-05-07 21:05:09
2878,6839,3420,2024-09-07 00:59:44,2114,21,0.264,2024-09-19 00:59:44
2879,6842,968,2025-09-20 01:11:02,1382,60,0.211,2025-10-12 01:11:02
2880,6845,2666,2024-06-05 15:33:07,3729,180,0.153,2024-07-27 15:33:07
2881,6846,776,2024-07-26 23:39:00,4861,60,0.287,2024-08-17 23:39:00
2882,6847,4764,2025-01-12 06:49:53,3284,180,0.267,2025-03-05 06:49:53
2883,6850,4973,2024-11-06 21:24:47,1179,30,0.233,2024-11-20 21:24:47
2884,6855,4048,2025-12-15 16:37:35,3667,14,0.26,2025-12-25 16:37:35
2885,6856,1438,2025-08-16 03:58:14,3720,180,0.294,2025-10-07 03:58:14
2886,6859,1291,2024-05-09 11:46:52,1831,90,0.285,2024-06-07 11:46:52
2887,6862,3914,2025-01-21 03:39:29,2230,30,0.154,2025-02-04 03:39:29
2888,6865,4911,2024-02-09 04:44:29,3250,90,0.171,2024-03-09 04:44:29
2889,6866,3235,2025-01-16 20:42:12,2884,90,0.251,2025-02-14 20:42:12
2890,6868,2300,2024-02-09 21:32:26,3879,14,0.224,2024-02-19 21:32:26
2891,6869,3693,2025-10-25 17:04:55,1479,30,0.282,2025-11-08 17:04:55
2892,6870,511,2025-05-13 22:13:11,4087,7,0.242,2025-05-21 22:13:11
2893,6877,2683,2025-08-18 12:03:31,2588,21,0.259,2025-08-30 12:03:31
2894,6878,4101,2025-02-03 00:26:04,3326,21,0.241,2025-02-15 00:26:04
2895,6880,2638,2025-07-10 21:46:35,3088,21,0.235,2025-07-22 21:46:35
2896,6881,90,2024-04-15 19:41:46,4149,60,0.261,2024-05-07 19:41:46
2897,6887,4242,2024-02-12 18:27:59,2103,180,0.233,2024-04-04 18:27:59
2898,6888,129,2025-10-25 13:11:10,4298,14,0.188,2025-11-04 13:11:10
2899,6889,659,2024-03-21 00:14:42,4426,180,0.173,2024-05-12 00:14:42
2900,6890,1848,2025-09-07 20:56:41,2746,7,0.154,2025-09-15 20:56:41
2901,6897,4039,2025-03-18 04:45:57,4641,30,0.196,2025-04-01 04:45:57
2902,6899,2369,2025-08-26 15:43:57,3549,180,0.268,2025-10-17 15:43:57
2903,6912,246,2024-06-04 01:59:39,2322,14,0.351,2024-06-14 01:59:39
2904,6916,2044,2024-03-12 17:53:31,1386,60,0.201,2024-04-03 17:53:31
2905,6918,3447,2025-04-21 18:00:06,1271,14,0.279,2025-05-01 18:00:06
2906,6919,477,2024-06-27 00:09:43,4139,21,0.294,2024-07-09 00:09:43
2907,6922,164,2024-09-17 09:06:17,1499,7,0.295,2024-09-25 09:06:17
2908,6925,4272,2024-03-04 11:26:25,2620,90,0.173,2024-04-02 11:26:25
2909,6926,2946,2025-03-08 17:45:33,4305,30,0.22,2025-03-22 17:45:33
2910,6927,2756,2024-03-11 04:57:37,3304,7,0.205,2024-03-19 04:57:37
2911,6930,4428,2025-03-06 15:46:14,3652,90,0.232,2025-04-04 15:46:14
2912,6931,2057,2024-06-05 19:46:00,3073,180,0.184,2024-07-27 19:46:00
2913,6938,4859,2024-03-01 07:31:58,3223,60,0.234,2024-03-23 07:31:58
2914,6946,2696,2024-08-28 06:20:33,4420,7,0.289,2024-09-05 06:20:33
2915,6949,1703,2024-04-14 10:03:40,2405,60,0.196,2024-05-06 10:03:40
2916,6950,2662,2024-04-05 12:14:53,4275,60,0.216,2024-04-27 12:14:53
2917,6952,1629,2025-01-05 02:06:03,3711,14,0.241,2025-01-15 02:06:03
2918,6954,550,2025-10-27 13:11:17,827,7,0.254,2025-11-04 13:11:17
2919,6956,3922,2024-11-13 10:31:24,3944,30,0.181,2024-11-27 10:31:24
2920,6958,2618,2025-01-08 15:02:37,3762,180,0.283,2025-03-01 15:02:37
2921,6961,4596,2024-12-11 04:49:25,3560,180,0.351,2025-02-01 04:49:25
2922,6967,4316,2025-10-10 10:42:22,4163,180,0.263,2025-12-01 10:42:22
2923,6969,1825,2025-03-25 02:03:44,3694,21,0.182,2025-04-06 02:03:44
2924,6980,2867,2025-12-22 20:02:59,2823,120,0.256,2026-01-28 20:02:59
2925,6981,1794,2025-06-18 20:58:25,3484,21,0.265,2025-06-30 20:58:25
2926,6982,4882,2024-12-22 09:39:36,3692,120,0.199,2025-01-28 09:39:36
2927,6991,3186,2025-03-11 14:15:39,1528,30,0.205,2025-03-25 14:15:39
2928,6994,1236,2025-09-18 21:06:58,1794,14,0.289,2025-09-28 21:06:58
2929,6996,3170,2024-08-08 08:42:44,3750,7,0.256,2024-08-16 08:42:44
2930,6999,4810,2024-04-25 16:23:06,2077,14,0.221,2024-05-05 16:23:06
2931,7000,659,2025-07-18 09:50:14,898,60,0.275,2025-08-09 09:50:14
2932,7003,1410,2025-04-23 22:05:06,659,60,0.278,2025-05-15 22:05:06
2933,7004,3522,2024-12-01 17:18:59,4303,30,0.214,2024-12-15 17:18:59
2934,7005,1393,2024-01-30 12:21:26,654,180,0.146,2024-03-22 12:21:26
2935,7011,3454,2025-11-15 13:22:49,1882,14,0.137,2025-11-25 13:22:49
2936,7014,4011,2024-05-13 19:19:33,1218,120,0.141,2024-06-19 19:19:33
2937,7015,3398,2024-12-21 14:04:07,3660,30,0.223,2025-01-04 14:04:07
2938,7017,2707,2024-12-06 23:42:40,2723,7,0.254,2024-12-14 23:42:40
2939,7024,1576,2024-12-16 21:00:25,3154,7,0.307,2024-12-24 21:00:25
2940,7025,304,2024-08-19 09:04:59,3381,7,0.251,2024-08-27 09:04:59
2941,7027,2364,2024-07-12 03:51:24,1479,21,0.249,2024-07-24 03:51:24
2942,7028,1308,2025-01-15 08:23:24,2092,90,0.212,2025-02-13 08:23:24
2943,7029,3845,2025-02-08 10:21:04,1035,7,0.29,2025-02-16 10:21:04
2944,7034,962,2025-02-04 23:53:29,4888,90,0.268,2025-03-05 23:53:29
2945,7035,3529,2024-08-04 19:10:17,2040,14,0.274,2024-08-14 19:10:17
2946,7036,2477,2024-04-06 00:14:44,3051,7,0.157,2024-04-14 00:14:44
2947,7038,2812,2024-02-19 02:31:13,1005,7,0.187,2024-02-27 02:31:13
2948,7039,3947,2025-05-26 00:29:57,1924,7,0.257,2025-06-03 00:29:57
2949,7042,4803,2025-10-11 16:03:24,4709,14,0.193,2025-10-21 16:03:24
2950,7043,3284,2024-11-07 14:05:11,3284,180,0.196,2024-12-29 14:05:11
2951,7050,2026,2024-06-20 00:27:29,2111,120,0.203,2024-07-27 00:27:29
2952,7053,4294,2024-08-04 16:50:10,4515,60,0.249,2024-08-26 16:50:10
2953,7057,3477,2024-11-02 13:26:22,2348,7,0.241,2024-11-10 13:26:22
2954,7058,3716,2024-10-23 05:20:44,3093,60,0.259,2024-11-14 05:20:44
2955,7059,3110,2025-08-14 13:39:11,803,120,0.242,2025-09-20 13:39:11
2956,7060,2272,2024-02-28 03:59:24,3720,180,0.285,2024-04-20 03:59:24
2957,7061,2761,2025-09-28 14:53:22,4026,30,0.156,2025-10-12 14:53:22
2958,7063,2623,2024-06-20 15:33:59,4858,30,0.254,2024-07-04 15:33:59
2959,7073,3097,2024-04-30 16:10:02,3238,30,0.213,2024-05-14 16:10:02
2960,7077,500,2025-11-14 12:07:43,687,7,0.244,2025-11-22 12:07:43
2961,7079,4958,2025-10-29 00:22:50,2615,180,0.288,2025-12-20 00:22:50
2962,7081,2590,2024-03-30 11:49:46,4257,14,0.17,2024-04-09 11:49:46
2963,7085,3339,2024-10-03 15:13:35,3142,90,0.295,2024-11-01 15:13:35
2964,7086,4891,2025-06-20 21:12:55,4889,14,0.207,2025-06-30 21:12:55
2965,7087,4645,2025-02-04 17:23:33,1700,120,0.221,2025-03-13 17:23:33
2966,7090,832,2025-07-21 02:32:19,3118,180,0.242,2025-09-11 02:32:19
2967,7091,3238,2024-05-27 14:59:19,3395,7,0.205,2024-06-04 14:59:19
2968,7093,1560,2025-11-10 02:46:15,4718,120,0.249,2025-12-17 02:46:15
2969,7094,1323,2024-09-11 06:50:07,3402,21,0.218,2024-09-23 06:50:07
2970,7098,1992,2024-12-10 11:13:35,2065,90,0.221,2025-01-08 11:13:35
2971,7101,1068,2024-06-28 02:30:16,1736,7,0.239,2024-07-06 02:30:16
2972,7104,3696,2025-08-11 01:34:45,1099,90,0.217,2025-09-09 01:34:45
2973,7112,1997,2024-11-17 13:30:40,2356,60,0.285,2024-12-09 13:30:40
2974,7115,4248,2025-07-09 09:48:07,2708,21,0.228,2025-07-21 09:48:07
2975,7116,4519,2025-03-02 22:59:08,1334,30,0.352,2025-03-16 22:59:08
2976,7118,4832,2024-07-07 12:28:37,3619,21,0.196,2024-07-19 12:28:37
2977,7120,2438,2025-05-29 17:34:36,3963,120,0.162,2025-07-05 17:34:36
2978,7125,4207,2025-07-30 15:36:52,713,60,0.231,2025-08-21 15:36:52
2979,7126,1809,2024-11-21 18:43:02,3212,14,0.222,2024-12-01 18:43:02
