app_id,user_id,apply_dt,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d
6625,4509,2025-09-15 12:31:36,9,20,0.4,0,65,54
6626,1892,2025-11-26 12:44:17,2,27,0.11,0,114,38
6627,791,2025-06-15 19:14:02,8,1,0.32,0,66,65
6628,2384,2025-02-12 12:45:55,5,29,0.36,0,79,41
6629,1111,2024-11-12 10:37:35,8,14,0.34,0,71,25
6630,2449,2025-04-16 09:56:02,0,10,0.15,1,82,27
6631,2956,2025-03-20 14:52:24,2,40,0.51,0,99,50
6632,3773,2025-03-20 11:37:41,2,16,0.02,1,49,38
6633,1470,2025-06-14 07:04:54,6,30,0.61,0,36,12
6634,4319,2024-02-11 13:32:30,6,13,0.49,0,65,13
6635,766,2024-06-13 03:25:19,7,15,0.01,0,62,33
6636,4321,2025-02-22 22:35:57,6,9,0.2,0,69,24
6637,1353,2024-11-06 21:56:27,7,22,0.14,0,60,42
6638,3285,2024-11-30 21:11:06,1,18,0.42,1,72,22
6639,1072,2025-12-21 18:09:55,0,6,0.16,0,56,20
6640,2232,2024-06-28 02:16:26,3,28,0.36,0,49,30
6641,2278,2024-12-01 02:25:15,11,19,0.59,0,27,29
6642,2185,2025-02-03 11:20:44,6,29,0.02,0,70,26
6643,99,2025-05-03 16:29:09,6,32,0.15,0,61,21
6644,3473,2025-11-22 11:39:53,3,16,0.67,0,63,14
6645,1572,2025-12-06 01:53:21,8,7,0.46,0,31,35
6646,553,2025-11-16 08:36:26,14,15,0.37,0,27,86
6647,4785,2024-09-10 12:44:38,2,0,0.11,0,39,46
6648,790,2025-07-09 19:22:53,9,14,0.12,0,86,0
6649,427,2025-01-09 17:51:35,6,17,0.28,0,58,7
6650,4246,2024-04-26 22:01:41,5,39,0.54,1,52,31
6651,4271,2024-07-29 10:08:35,4,13,0.16,0,80,22
6652,4122,2024-12-05 16:34:28,6,20,0.24,0,59,18
6653,4576,2025-09-27 09:50:13,9,18,0.41,1,84,28
6654,3364,2025-02-23 16:48:49,6,36,0.22,0,43,21
6655,881,2024-02-18 14:20:51,0,15,0.47,0,65,33
6656,4143,2024-04-20 20:51:38,4,31,0.11,0,41,46
6657,1584,2025-03-26 23:31:23,5,25,0.22,0,82,4
6658,2863,2024-08-12 01:13:22,7,21,0.12,0,70,36
6659,3530,2024-06-08 07:52:42,7,20,0.08,0,82,41
6660,2522,2025-06-27 03:09:28,11,12,0.54,0,41,22
6661,3719,2025-04-25 12:49:39,7,6,0.3,0,79,37
6662,1901,2025-08-29 06:24:02,2,13,0.12,0,74,0
6663,1099,2024-10-23 19:57:20,2,16,0.14,0,112,11
6664,950,2024-02-27 19:34:34,0,11,0.17,0,41,56
6665,3256,2025-04-22 04:50:07,8,8,0.4,0,54,0
6666,2380,2025-05-28 02:36:43,8,25,0.11,0,84,10
6667,4945,2024-10-14 14:22:22,5,23,0.45,0,43,11
6668,4514,2025-11-17 04:34:29,3,25,0.18,0,47,19
6669,2606,2025-04-07 20:31:18,0,14,0.71,1,79,28
6670,1446,2025-11-18 01:01:05,10,21,0.18,0,31,28
6671,3183,2024-06-15 15:17:45,6,31,0.42,1,73,21
6672,44,2025-09-16 09:59:40,1,9,0.56,0,59,38
6673,274,2025-10-13 23:21:40,6,16,0.14,0,65,29
6674,3028,2025-12-09 21:32:53,6,19,0.4,0,16,32
6675,339,2024-09-03 23:28:11,2,0,0.27,0,50,72
6676,3577,2025-05-14 11:33:45,7,19,0.24,0,48,45
6677,1044,2024-08-02 14:49:23,4,34,0.12,0,36,38
6678,3238,2025-03-01 18:18:33,1,27,0.28,0,20,16
6679,770,2025-06-22 05:32:18,0,13,0.48,0,63,46
6680,784,2025-01-09 19:02:21,0,7,0.23,0,60,42
6681,1760,2024-12-30 16:47:40,10,4,0.23,0,78,16
6682,2436,2024-06-02 03:50:30,3,22,0.0,0,48,46
6683,1331,2024-03-21 16:54:28,7,28,0.1,0,66,34
6684,1695,2024-10-27 15:33:10,3,11,0.35,0,52,47
6685,3399,2025-09-09 13:24:43,9,21,0.29,0,59,0
6686,4947,2025-05-16 17:09:40,4,17,0.43,0,79,15
6687,1957,2024-06-03 00:53:47,2,16,0.35,0,30,30
6688,3150,2025-09-18 15:21:51,9,4,0.18,0,54,6
6689,25,2025-09-23 00:29:27,8,31,0.11,0,45,31
6690,2928,2025-09-09 01:38:55,0,9,0.5,0,58,24
6691,3362,2024-08-28 07:45:19,7,18,0.22,0,73,34
6692,4931,2024-08-07 06:59:07,2,33,0.24,0,42,22
6693,394,2025-04-21 09:47:28,8,15,0.34,0,116,25
6694,2725,2024-09-29 23:56:54,8,28,0.07,0,39,20
6695,4200,2025-09-15 01:57:15,3,2,0.12,0,32,50
6696,179,2024-06-08 23:47:27,1,27,0.3,0,57,30
6697,4393,2024-12-01 01:50:58,4,32,0.71,1,76,19
6698,1902,2025-06-05 05:52:35,5,19,0.09,0,62,27
6699,693,2025-08-25 15:42:34,3,26,0.24,0,58,39
6700,3901,2024-10-05 05:48:43,0,13,0.24,0,45,41
6701,4314,2024-08-20 07:03:39,5,27,0.38,0,53,20
6702,4293,2025-03-17 07:55:38,14,39,0.11,0,58,31
6703,3037,2025-02-17 08:57:44,3,21,0.26,0,53,38
6704,1238,2024-06-15 23:42:31,0,32,0.58,1,70,35
6705,3318,2025-04-25 09:30:59,4,4,0.72,0,73,56
6706,1216,2025-05-03 21:41:51,5,15,0.54,0,70,33
6707,900,2024-02-27 07:30:11,3,21,0.51,0,60,15
6708,4036,2025-07-27 08:59:41,5,14,0.23,1,38,56
6709,1589,2024-06-26 16:41:14,10,29,0.38,0,66,36
6710,2815,2025-11-17 15:26:37,4,18,0.29,0,102,28
6711,2987,2025-09-04 17:30:07,7,16,0.22,0,79,35
6712,537,2024-08-27 18:06:57,6,24,0.08,0,78,10
6713,3936,2024-07-05 12:57:19,6,8,0.42,1,37,25
6714,724,2025-10-25 05:50:48,7,30,0.06,0,83,29
6715,1718,2024-12-31 05:42:37,4,26,0.3,0,31,32
6716,519,2025-07-22 01:22:00,6,29,0.37,0,60,41
6717,4606,2025-11-27 22:37:40,5,18,0.24,0,67,37
6718,1749,2025-03-30 06:45:28,3,18,0.13,1,63,43
6719,4662,2025-02-20 06:02:46,0,22,0.16,0,72,51
6720,2167,2025-01-04 20:27:38,5,9,0.36,0,75,24
6721,4372,2025-09-05 17:24:10,8,14,0.09,0,76,26
6722,4660,2025-11-27 22:32:08,6,0,0.37,0,62,60
6723,530,2025-03-24 07:36:17,6,10,0.1,0,49,36
6724,4880,2024-02-20 17:53:59,5,19,0.05,0,94,33
6725,1000,2024-02-14 09:38:54,2,23,0.4,0,69,36
6726,1918,2025-08-28 10:49:16,7,33,0.47,0,89,29
6727,4237,2025-06-07 01:19:26,9,10,0.28,0,34,52
6728,4472,2025-11-03 11:00:51,6,33,0.46,0,60,23
6729,4555,2024-10-08 13:16:30,7,21,0.53,0,28,20
6730,685,2025-03-30 21:56:28,4,11,0.33,0,74,41
6731,1391,2024-03-07 08:53:31,8,8,0.26,0,72,1
6732,3146,2025-02-03 12:37:52,8,17,0.13,0,81,1
6733,3931,2025-10-28 05:30:21,1,5,0.28,0,71,55
6734,779,2025-01-08 18:35:11,3,20,0.15,0,89,62
6735,2795,2025-08-04 15:56:41,3,31,0.47,0,78,46
6736,3600,2024-12-06 13:17:09,5,8,0.52,0,38,11
6737,3044,2025-05-13 12:11:36,7,24,0.24,0,63,13
6738,1503,2025-11-13 07:20:03,8,17,0.13,0,35,48
6739,3376,2025-10-21 09:43:41,6,1,0.52,0,25,35
6740,3846,2024-08-24 05:07:04,1,23,0.77,0,60,37
6741,4573,2024-01-29 22:28:20,6,14,0.26,0,54,34
6742,4919,2024-03-13 10:38:55,2,27,0.51,0,53,38
6743,3035,2024-10-19 22:08:22,1,27,0.2,0,64,37
6744,2407,2025-06-14 10:36:13,10,28,0.62,0,22,27
6745,4317,2025-10-21 19:14:42,3,27,0.28,0,30,24
6746,4369,2025-05-09 00:57:55,8,24,0.28,0,52,9
6747,1716,2024-04-03 19:14:31,5,18,0.31,1,10,7
6748,644,2025-06-25 15:59:42,1,14,0.29,0,72,13
6749,1406,2024-10-21 18:30:37,0,19,0.4,0,77,31
6750,1419,2025-04-13 04:21:55,5,26,0.3,0,54,27
6751,4888,2024-02-19 19:49:05,0,19,0.04,1,75,25
6752,4717,2025-04-04 23:58:10,2,37,0.38,0,47,21
6753,3051,2024-09-29 17:58:51,8,32,0.29,0,55,25
6754,61,2025-08-05 19:09:34,4,24,0.56,0,75,43
6755,1416,2025-06-29 18:49:41,2,27,0.1,0,62,15
6756,2749,2025-06-07 16:38:37,3,37,0.26,0,49,22
6757,4562,2025-09-09 19:03:49,6,22,0.23,0,39,46
6758,302,2025-09-03 05:02:54,9,19,0.32,0,32,16
6759,3116,2025-12-08 13:05:11,7,21,0.2,0,51,28
6760,4498,2024-05-02 15:42:39,7,20,0.13,0,62,34
6761,4810,2024-05-08 18:22:05,2,34,0.1,0,36,0
6762,682,2024-06-12 13:19:39,5,0,0.48,0,71,42
6763,3510,2025-08-29 11:07:52,4,21,0.49,0,88,9
6764,3146,2025-09-27 03:10:25,1,25,0.09,0,50,43
6765,1270,2025-02-20 18:52:34,2,26,0.28,0,37,30
6766,2188,2025-02-13 07:51:26,4,12,0.04,0,29,19
6767,693,2025-12-11 09:25:22,3,33,0.16,0,69,44
6768,3346,2025-12-18 23:39:28,7,15,0.27,0,27,42
6769,6,2025-02-21 06:04:37,5,28,0.08,0,50,24
6770,1307,2024-10-06 19:19:58,4,30,0.18,0,61,54
6771,3254,2024-07-05 17:26:46,6,23,0.28,1,58,37
6772,2391,2024-09-24 10:03:43,0,11,0.3,0,70,14
6773,4032,2025-11-10 11:06:03,4,13,0.22,0,47,39
6774,3774,2025-01-25 00:58:49,6,17,0.21,0,59,35
6775,4087,2025-09-22 01:45:41,0,41,0.22,0,60,47
6776,215,2025-02-19 07:05:33,5,21,0.1,1,66,32
6777,113,2025-08-20 15:49:23,2,3,0.37,0,108,60
6778,4350,2025-02-20 00:36:14,4,30,0.25,0,47,22
6779,2275,2025-09-12 10:23:21,7,41,0.23,0,64,4
6780,1380,2025-09-25 10:20:12,5,26,0.09,0,46,27
6781,2867,2025-09-29 23:40:59,5,48,0.76,0,71,31
6782,2540,2024-07-20 15:33:28,8,17,0.23,0,46,39
6783,3923,2024-10-12 18:01:22,7,32,0.38,0,33,18
6784,3061,2024-11-15 01:57:29,5,35,0.65,0,41,44
6785,2371,2025-03-13 21:06:17,5,30,0.29,0,61,63
6786,1132,2024-06-02 07:06:46,4,32,0.23,0,36,31
6787,4210,2024-06-19 13:01:14,3,39,0.36,0,28,23
6788,28,2025-07-13 03:09:09,8,13,0.2,0,57,21
6789,3924,2024-05-21 20:46:57,4,4,0.15,0,72,20
6790,2154,2024-05-20 19:05:24,9,13,0.02,0,42,27
6791,4887,2025-08-24 07:59:07,9,3,0.2,0,57,47
6792,4580,2024-03-23 09:43:59,1,36,0.23,0,60,22
6793,667,2024-12-03 17:00:04,5,13,0.3,0,47,27
6794,2020,2024-11-23 06:57:57,3,29,0.42,0,46,39
6795,1791,2025-08-17 12:21:57,5,7,0.38,0,81,42
6796,3598,2024-12-10 23:34:31,2,41,0.42,0,89,16
6797,4202,2025-11-04 04:50:27,3,18,0.32,0,42,8
6798,3636,2024-11-03 03:48:10,1,15,0.26,0,128,25
6799,4877,2024-03-04 19:30:58,7,22,0.11,0,27,36
6800,4501,2024-10-16 01:46:35,8,13,0.23,0,44,27
6801,4693,2024-02-05 17:01:26,3,19,0.62,0,31,41
6802,4080,2024-04-14 01:59:41,5,36,0.16,0,87,25
6803,406,2025-09-09 06:05:44,5,24,0.46,0,75,34
6804,2226,2024-02-25 15:06:03,5,21,0.37,0,30,18
6805,4898,2024-03-24 12:15:11,2,33,0.53,0,62,37
6806,1745,2025-07-14 09:59:32,9,25,0.07,0,62,35
6807,2536,2025-08-07 06:11:18,6,35,0.52,1,80,13
6808,3883,2025-09-10 19:11:00,7,16,0.2,0,58,37
6809,664,2024-04-21 12:00:33,1,21,0.36,0,23,21
6810,1249,2024-06-28 11:27:21,7,25,0.2,0,51,8
6811,334,2025-01-14 12:11:05,3,2,0.13,0,50,29
6812,2934,2024-06-20 18:02:16,2,15,0.2,0,53,50
6813,4823,2024-07-05 04:10:41,1,37,0.12,0,66,39
6814,286,2025-05-21 00:55:32,4,13,0.12,0,10,12
6815,2551,2025-09-11 04:07:00,3,20,0.6,0,27,32
6816,942,2024-09-07 01:35:45,5,16,0.26,0,41,34
6817,2038,2025-06-03 12:19:34,4,13,0.31,0,77,1
6818,1605,2024-09-28 06:08:54,3,27,0.1,0,81,38
6819,3718,2024-08-25 00:54:23,5,0,0.16,0,61,30
6820,4145,2024-05-21 05:56:53,9,41,0.39,0,65,23
6821,603,2024-03-19 12:35:27,8,23,0.18,0,55,36
6822,177,2025-04-27 11:51:25,4,33,0.24,0,63,34
6823,2090,2024-02-07 14:52:31,5,14,0.26,0,55,57
6824,1806,2025-12-14 00:05:55,2,17,0.1,0,46,51
6825,1808,2024-11-27 04:49:09,5,37,0.62,0,99,31
6826,1773,2024-02-28 05:40:20,12,12,0.24,1,47,56
6827,2099,2025-01-18 23:31:56,6,12,0.04,0,31,33
6828,4867,2025-06-21 17:15:43,7,10,0.62,0,40,13
6829,4006,2025-10-10 16:46:35,6,21,0.13,0,60,34
6830,2507,2024-02-12 23:28:56,8,22,0.23,0,70,30
6831,2971,2024-06-10 10:29:29,4,20,0.34,0,42,27
6832,2242,2025-02-06 22:16:23,5,16,0.2,0,24,27
6833,3439,2024-11-08 08:11:11,3,28,0.29,0,47,31
6834,1195,2024-04-24 21:05:09,4,37,0.29,0,100,55
6835,3630,2024-09-19 09:28:42,3,26,0.12,0,44,16
6836,2122,2025-06-17 03:26:20,0,29,0.3,0,57,6
6837,2398,2025-05-09 04:37:20,5,31,0.18,0,54,36
6838,1731,2025-10-23 02:15:11,4,18,0.23,0,41,47
6839,3420,2024-09-07 00:59:44,9,16,0.52,1,66,22
6840,4788,2025-03-29 23:54:21,6,13,0.33,0,41,11
6841,4785,2024-11-27 07:32:56,6,13,0.24,0,67,16
6842,968,2025-09-18 01:11:02,1,28,0.32,1,85,20
6843,1755,2024-05-08 03:44:52,5,16,0.31,0,42,36
6844,3097,2025-04-27 06:47:33,0,7,0.04,0,54,54
6845,2666,2024-06-02 15:33:07,4,4,0.09,0,38,2
6846,776,2024-07-25 23:39:00,3,13,0.15,1,56,33
6847,4764,2025-01-09 06:49:53,1,25,0.17,0,45,33
6848,1222,2025-09-25 02:44:11,6,14,0.06,0,57,45
6849,4000,2025-10-25 14:23:02,9,30,0.42,0,67,25
6850,4973,2024-11-04 21:24:47,8,31,0.42,0,31,28
6851,1674,2025-01-09 03:10:24,0,16,0.13,0,52,20
6852,1573,2024-08-01 17:44:47,6,28,0.31,0,24,8
6853,655,2025-06-10 05:31:14,1,26,0.02,0,57,20
6854,2806,2025-02-02 06:14:19,5,39,0.23,0,56,23
6855,4048,2025-12-14 16:37:35,2,5,0.31,0,72,25
6856,1438,2025-08-13 03:58:14,7,39,0.3,0,72,0
6857,1488,2025-07-06 13:16:05,1,9,0.3,0,53,0
6858,315,2025-12-13 05:07:40,7,11,0.35,0,66,0
6859,1291,2024-05-07 11:46:52,6,19,0.48,0,28,18
6860,3274,2024-08-25 09:15:56,0,15,0.31,0,31,27
6861,3460,2024-05-01 05:21:54,3,19,0.27,0,130,41
6862,3914,2025-01-19 03:39:29,0,27,0.09,0,58,5
6863,2016,2025-02-08 02:20:30,0,22,0.2,0,79,20
6864,3088,2025-12-20 06:30:45,9,15,0.65,0,34,34
6865,4911,2024-02-08 04:44:29,3,24,0.49,0,51,54
6866,3235,2025-01-14 20:42:12,3,28,0.11,0,30,37
6867,3393,2024-09-02 04:44:18,5,9,0.48,0,110,23
6868,2300,2024-02-09 21:32:26,4,14,0.46,0,49,45
6869,3693,2025-10-23 17:04:55,4,35,0.07,0,13,43
6870,511,2025-05-12 22:13:11,7,9,0.16,1,51,22
6871,1735,2025-01-07 04:43:06,5,23,0.51,0,12,49
6872,3755,2025-06-23 04:05:13,8,28,0.59,0,89,58
6873,4131,2024-09-11 22:45:22,9,21,0.21,0,68,33
6874,2746,2025-09-02 16:29:56,5,17,0.05,0,37,28
6875,59,2025-03-05 22:01:24,5,28,0.28,0,45,31
6876,743,2025-09-11 05:43:29,4,14,0.63,0,60,35
6877,2683,2025-08-16 12:03:31,2,1,0.67,0,34,63
6878,4101,2025-02-01 00:26:04,3,4,0.2,0,44,46
6879,3302,2024-06-10 12:41:54,5,28,0.29,1,91,15
6880,2638,2025-07-09 21:46:35,0,8,0.2,0,51,1
6881,90,2024-04-15 19:41:46,9,8,0.6,1,66,12
6882,2870,2024-07-06 18:37:36,4,3,0.4,0,60,31
6883,419,2024-12-11 02:28:55,5,8,0.06,0,36,18
6884,4350,2024-01-28 05:15:59,3,27,0.08,0,17,4
6885,4345,2024-09-11 07:37:04,3,26,0.35,0,46,61
6886,2717,2024-04-26 02:47:06,9,24,0.39,0,49,34
6887,4242,2024-02-10 18:27:59,1,31,0.16,0,75,27
6888,129,2025-10-24 13:11:10,4,33,0.01,0,98,23
6889,659,2024-03-20 00:14:42,3,4,0.27,0,61,30
6890,1848,2025-09-05 20:56:41,7,0,0.29,0,49,24
6891,2835,2024-08-01 14:06:42,11,14,0.33,0,64,16
6892,2038,2024-03-26 06:07:55,2,24,0.32,0,66,21
6893,41,2025-08-05 21:18:15,5,36,0.43,0,51,24
6894,3687,2024-12-20 02:57:52,0,14,0.14,1,56,58
6895,1618,2024-04-16 13:41:59,3,10,0.34,0,93,30
6896,4736,2025-09-04 21:19:55,5,34,0.3,0,91,24
6897,4039,2025-03-17 04:45:57,7,22,0.24,0,70,44
6898,508,2024-02-18 12:06:22,3,15,0.25,0,46,57
6899,2369,2025-08-24 15:43:57,5,30,0.12,0,54,13
6900,4675,2025-09-02 15:56:06,3,19,0.39,0,100,7
6901,582,2024-11-06 06:58:14,9,20,0.36,0,71,36
6902,1926,2025-07-01 03:20:54,5,20,0.3,0,71,19
6903,2177,2025-03-28 14:14:16,3,4,0.18,0,42,59
6904,1540,2024-11-25 08:33:21,2,3,0.67,0,69,39
6905,3715,2025-03-23 20:09:08,7,7,0.33,0,82,29
6906,766,2025-05-19 00:29:37,0,12,0.46,0,85,17
6907,106,2024-12-24 23:40:52,9,25,0.34,1,74,21
6908,4138,2025-07-10 20:47:15,3,18,0.17,0,17,26
6909,2413,2025-06-05 12:28:36,0,7,0.12,0,25,44
6910,2014,2025-04-20 23:32:16,12,32,0.16,0,40,18
6911,316,2024-07-18 05:18:07,0,9,0.31,0,75,66
6912,246,2024-06-01 01:59:39,2,13,0.41,0,35,32
6913,4930,2024-04-17 20:53:41,3,35,0.39,0,67,16
6914,4324,2025-01-23 10:00:49,1,11,0.13,0,40,40
6915,1728,2025-10-22 01:32:35,7,27,0.36,0,51,33
6916,2044,2024-03-10 17:53:31,7,4,0.09,0,53,27
6917,4462,2025-03-18 17:37:47,5,40,0.41,0,71,28
6918,3447,2025-04-19 18:00:06,4,25,0.09,0,42,13
6919,477,2024-06-27 00:09:43,1,30,0.02,0,38,29
6920,4984,2025-06-08 06:27:28,5,3,0.73,0,65,0
6921,1781,2024-09-12 14:11:36,10,18,0.26,0,74,10
6922,164,2024-09-15 09:06:17,3,31,0.14,0,58,33
6923,2768,2024-07-02 19:10:26,1,28,0.65,0,37,45
6924,440,2024-07-28 03:04:42,2,25,0.28,0,79,20
6925,4272,2024-03-01 11:26:25,7,21,0.52,0,34,18
6926,2946,2025-03-07 17:45:33,1,15,0.39,0,79,24
6927,2756,2024-03-11 04:57:37,4,21,0.09,0,56,31
6928,4685,2025-08-17 03:20:14,6,27,0.26,0,60,9
6929,303,2025-03-04 19:59:08,8,6,0.09,0,46,17
6930,4428,2025-03-04 15:46:14,1,17,0.24,0,101,37
6931,2057,2024-06-04 19:46:00,5,25,0.5,0,95,12
6932,1335,2024-05-20 17:47:47,8,20,0.42,0,64,74
6933,601,2024-07-24 04:37:01,8,21,0.14,1,50,32
6934,1279,2024-10-13 05:45:50,4,21,0.25,0,46,9
6935,4852,2024-09-04 18:44:51,7,36,0.2,0,33,29
6936,1100,2024-04-29 22:59:57,3,23,0.43,0,64,48
6937,2274,2025-06-15 05:22:40,0,22,0.82,0,74,35
6938,4859,2024-03-01 07:31:58,1,22,0.68,0,55,22
6939,4967,2025-11-12 23:04:09,5,9,0.04,0,68,27
6940,4768,2024-04-13 03:46:20,3,12,0.46,0,81,32
6941,2289,2024-04-07 06:44:39,2,15,0.25,0,81,64
6942,4889,2025-10-12 21:52:18,4,18,0.12,0,77,19
6943,4041,2024-09-24 20:07:06,4,11,0.11,0,48,40
6944,2689,2025-01-11 21:25:37,3,0,0.13,0,45,17
6945,538,2024-06-11 23:07:19,6,40,0.27,1,44,17
6946,2696,2024-08-25 06:20:33,5,9,0.05,0,91,36
6947,534,2024-08-06 00:41:20,0,26,0.11,0,50,29
6948,756,2024-08-31 07:30:46,2,10,0.46,0,75,4
6949,1703,2024-04-13 10:03:40,7,14,0.52,0,57,34
6950,2662,2024-04-05 12:14:53,6,22,0.66,0,46,24
6951,238,2024-05-17 16:53:32,6,36,0.37,0,35,36
6952,1629,2025-01-02 02:06:03,2,18,0.36,0,83,36
6953,4775,2025-11-14 04:49:36,4,21,0.11,0,23,11
6954,550,2025-10-25 13:11:17,7,18,0.07,0,61,37
6955,2236,2024-12-31 15:40:18,4,6,0.24,0,48,24
6956,3922,2024-11-10 10:31:24,4,22,0.31,0,71,15
6957,2181,2025-03-06 12:27:34,3,10,0.18,0,90,13
6958,2618,2025-01-06 15:02:37,7,12,0.56,0,75,32
6959,854,2025-09-04 14:09:10,4,5,0.56,1,76,31
6960,2094,2024-02-10 01:28:47,5,0,0.53,0,61,35
6961,4596,2024-12-10 04:49:25,1,19,0.39,0,52,29
6962,3724,2024-03-31 05:46:30,7,15,0.05,0,28,35
6963,1784,2025-08-17 14:36:22,10,12,0.21,0,71,19
6964,3557,2024-03-06 19:31:02,6,20,0.31,0,65,48
6965,947,2024-08-20 20:13:50,7,21,0.29,0,74,28
6966,4983,2025-01-04 19:05:22,6,18,0.05,1,68,14
6967,4316,2025-10-08 10:42:22,3,16,0.34,0,73,24
6968,4664,2024-12-01 15:53:47,5,13,0.25,0,80,16
6969,1825,2025-03-23 02:03:44,5,38,0.02,0,62,22
6970,3417,2024-01-24 09:54:30,2,34,0.17,0,74,22
6971,3165,2024-07-28 05:11:30,4,25,0.49,0,92,19
6972,3915,2025-10-18 17:24:49,6,51,0.42,0,55,63
6973,471,2024-07-09 23:10:25,4,22,0.27,0,50,22
6974,2753,2025-04-02 15:36:26,3,26,0.18,0,53,37
6975,4019,2025-02-09 02:09:49,3,31,0.5,0,57,14
6976,1538,2024-09-21 11:26:31,4,23,0.66,0,52,27
6977,650,2024-02-16 02:42:03,0,26,0.26,0,48,18
6978,3058,2024-11-24 21:52:53,4,18,0.36,0,44,19
6979,3981,2025-02-17 08:49:14,9,14,0.1,0,81,27
6980,2867,2025-12-22 20:02:59,3,21,0.1,0,68,28
6981,1794,2025-06-17 20:58:25,3,34,0.51,0,49,37
6982,4882,2024-12-22 09:39:36,3,11,0.68,0,18,12
6983,872,2024-10-05 15:25:38,5,17,0.16,1,45,53
6984,4971,2025-07-25 07:44:18,6,13,0.15,0,63,24
6985,2677,2025-11-16 02:24:09,2,31,0.42,0,49,17
6986,2823,2024-11-08 21:19:42,1,18,0.17,0,58,2
6987,248,2024-11-06 11:26:26,5,5,0.22,0,64,36
6988,1020,2025-01-19 11:20:47,6,14,0.11,0,58,36
6989,3862,2024-10-03 15:14:26,2,31,0.3,0,51,46
6990,3417,2025-06-01 17:13:53,3,11,0.24,0,44,28
6991,3186,2025-03-11 14:15:39,7,8,0.38,0,50,12
6992,1409,2024-08-04 02:40:47,3,18,0.43,0,54,38
6993,2069,2024-08-02 08:46:42,4,17,0.5,0,51,38
6994,1236,2025-09-16 21:06:58,3,8,0.46,0,71,14
6995,2255,2024-07-04 20:46:26,6,25,0.19,0,29,32
6996,3170,2024-08-08 08:42:44,3,11,0.1,0,87,28
6997,3532,2025-09-17 12:43:14,3,15,0.49,0,76,30
6998,521,2025-07-07 06:37:03,0,14,0.26,0,51,38
6999,4810,2024-04-23 16:23:06,3,18,0.12,0,79,33
7000,659,2025-07-16 09:50:14,5,15,0.05,0,38,27
7001,1857,2024-04-19 01:09:38,1,12,0.19,0,52,5
7002,3505,2024-02-17 16:40:28,5,28,0.61,0,10,18
7003,1410,2025-04-22 22:05:06,3,34,0.24,0,77,0
7004,3522,2024-12-01 17:18:59,0,16,0.22,0,48,19
7005,1393,2024-01-28 12:21:26,6,6,0.09,0,46,28
7006,2681,2025-09-26 15:42:48,3,25,0.64,1,41,17
7007,2098,2025-02-22 02:18:38,6,24,0.05,0,36,28
7008,2620,2025-10-15 17:36:00,0,15,0.14,0,46,19
7009,2876,2024-04-07 01:28:32,2,6,0.16,0,86,30
7010,3114,2024-07-02 16:18:04,5,14,0.21,1,53,51
7011,3454,2025-11-13 13:22:49,6,21,0.24,0,59,39
7012,3417,2025-03-12 15:26:07,5,30,0.3,0,41,10
7013,3442,2024-05-15 17:30:23,12,11,0.26,0,83,27
7014,4011,2024-05-10 19:19:33,6,23,0.16,0,58,16
7015,3398,2024-12-19 14:04:07,3,19,0.08,0,92,32
7016,1933,2025-07-26 03:53:02,6,14,0.27,0,66,5
7017,2707,2024-12-05 23:42:40,6,14,0.11,0,56,42
7018,1244,2024-04-08 06:50:23,6,3,0.38,0,62,19
7019,1260,2024-08-02 03:07:10,5,33,0.22,0,62,17
7020,4589,2025-10-04 14:02:56,3,15,0.23,1,79,18
7021,2260,2025-07-14 06:06:53,8,23,0.01,0,47,43
7022,802,2025-07-08 23:51:12,1,25,0.3,0,76,25
7023,520,2024-10-01 13:11:41,5,22,0.19,0,21,17
7024,1576,2024-12-14 21:00:25,5,24,0.4,0,67,25
7025,304,2024-08-16 09:04:59,0,0,0.19,0,39,0
7026,974,2025-02-18 04:33:06,2,24,0.2,0,79,38
7027,2364,2024-07-10 03:51:24,8,14,0.15,0,29,19
7028,1308,2025-01-13 08:23:24,3,23,0.05,0,59,33
7029,3845,2025-02-08 10:21:04,0,18,0.19,0,72,46
7030,3158,2024-06-08 05:34:22,6,21,0.11,0,75,32
7031,1235,2024-10-16 09:14:01,3,27,0.05,0,42,25
7032,428,2024-11-12 23:06:23,5,21,0.09,0,96,16
7033,4420,2025-09-06 02:32:38,5,16,0.17,0,53,17
7034,962,2025-02-02 23:53:29,3,20,0.3,0,84,51
7035,3529,2024-08-02 19:10:17,2,27,0.05,0,48,48
7036,2477,2024-04-04 00:14:44,6,26,0.23,0,15,8
7037,2185,2024-07-21 09:49:22,4,16,0.35,0,30,52
7038,2812,2024-02-18 02:31:13,3,10,0.17,1,70,47
7039,3947,2025-05-25 00:29:57,4,23,0.63,0,75,10
7040,2902,2024-06-07 17:46:38,7,18,0.14,0,26,35
7041,4607,2025-01-08 20:58:19,7,9,0.1,0,27,40
7042,4803,2025-10-09 16:03:24,5,35,0.39,0,59,43
7043,3284,2024-11-05 14:05:11,0,26,0.39,0,41,24
7044,855,2024-07-21 23:00:07,4,8,0.17,0,54,38
7045,488,2024-08-04 05:59:32,4,8,0.29,0,61,30
7046,354,2025-04-19 09:30:05,10,16,0.17,0,57,25
7047,4907,2025-07-07 07:05:45,2,24,0.29,0,60,25
7048,2491,2025-09-20 15:20:27,5,11,0.23,0,27,29
7049,78,2025-02-19 19:34:49,3,19,0.18,1,58,7
